id_evento,timestamp,tipo_evento,servicio,usuario,hostname,ip_origen,ip_destino,hora_evento,es_horario_laboral,ip_origen_es_privada,usuario_privilegiado,host_critico,conteo_eventos_ip_ventana,conteo_usuarios_distintos_ip,conteo_hosts_distintos_ip,conteo_fallidos_ventana,servicio_sensible,severidad_inicial,resultado,clase_evento_ml
EVT-ML-0148,2026-06-10T16:46:00Z,ssh_authentication,ssh,analyst,ws-analyst-07,172.16.10.20,10.10.30.21,16,1,1,0,0,1,1,2,0,1,Baja,observado,normal
EVT-ML-0149,2026-06-10T23:14:00Z,process_creation,os,admin,srv-db-01,10.10.40.12,10.10.40.12,23,0,1,1,1,5,4,1,5,1,Media,fallido,fallido
EVT-ML-0150,2026-06-10T16:23:00Z,dns_query,dns,ubuntu,ws-analyst-07,10.10.20.15,10.10.30.21,16,1,1,0,0,4,2,2,0,0,Baja,permitido,normal
EVT-ML-0151,2026-06-10T13:38:00Z,ssh_authentication,ssh,oracle,srv-web-01,192.168.10.44,10.10.40.12,13,1,1,1,1,1,2,2,0,1,Baja,observado,normal
EVT-ML-0152,2026-06-10T04:31:00Z,data_exfiltration,smb,soporte,srv-web-01,10.10.20.20,10.10.40.12,4,0,1,0,1,16,8,4,18,1,Critica,detectado,sospechoso
EVT-ML-0153,2026-06-10T01:00:00Z,dns_query,dns,devops,srv-web-01,198.51.100.130,10.10.50.23,1,0,0,1,1,20,7,5,13,0,Alta,observado,sospechoso
EVT-ML-0154,2026-06-10T05:11:00Z,network_connection,ftp,devops,ws-analyst-07,198.51.100.130,10.10.30.21,5,0,0,1,0,14,4,3,4,1,Media,fallido,fallido
EVT-ML-0155,2026-06-10T23:43:00Z,dns_query,dns,test,srv-web-01,203.0.113.45,8.8.8.8,23,0,0,0,1,10,2,2,5,0,Media,fallido,fallido
EVT-ML-0156,2026-06-10T05:42:00Z,network_connection,smb,soporte,srv-web-01,10.10.40.12,10.10.40.12,5,0,1,0,1,10,9,6,18,1,Critica,bloqueado,sospechoso
EVT-ML-0157,2026-06-10T05:38:00Z,network_connection,smb,devops,srv-app-01,203.0.113.88,10.10.20.15,5,0,0,1,1,32,5,7,24,1,Alta,bloqueado,sospechoso
EVT-ML-0158,2026-06-10T01:14:00Z,process_creation,os,test,srv-app-01,10.10.50.23,10.10.50.23,1,0,1,0,1,5,1,2,0,1,Baja,observado,normal
EVT-ML-0159,2026-06-10T08:07:00Z,network_connection,ftp,test,srv-auth-01,203.0.113.200,10.10.30.21,8,1,0,0,1,7,3,2,4,1,Media,fallido,fallido
EVT-ML-0160,2026-06-10T15:54:00Z,process_creation,os,root,srv-web-01,10.10.20.15,8.8.8.8,15,1,1,1,1,2,1,1,0,1,Baja,permitido,normal
EVT-ML-0161,2026-06-10T11:39:00Z,process_creation,os,soporte,ws-analyst-07,192.0.2.44,10.10.50.23,11,1,0,0,0,4,2,1,0,1,Baja,observado,normal
EVT-ML-0162,2026-06-10T09:29:00Z,ssh_authentication,ssh,ubuntu,srv-auth-01,172.16.10.20,10.10.40.12,9,1,1,0,1,11,3,3,7,1,Media,fallido,fallido
EVT-ML-0163,2026-06-10T10:37:00Z,process_creation,os,ubuntu,ws-analyst-07,10.10.20.20,10.10.30.21,10,1,1,0,0,1,1,2,0,1,Baja,permitido,normal
EVT-ML-0164,2026-06-10T13:44:00Z,ssh_authentication,ssh,analyst,srv-app-01,203.0.113.200,10.10.50.23,13,1,0,0,1,2,2,2,0,1,Baja,permitido,normal
EVT-ML-0165,2026-06-10T11:32:00Z,file_access,os,analyst,srv-db-01,10.10.40.12,8.8.8.8,11,1,1,0,1,4,2,2,0,1,Baja,permitido,normal
EVT-ML-0166,2026-06-10T04:36:00Z,dns_query,dns,backup,srv-auth-01,192.0.2.44,10.10.50.23,4,0,0,1,1,11,1,3,2,0,Baja,fallido,fallido
EVT-ML-0167,2026-06-10T03:06:00Z,file_access,os,ubuntu,srv-db-01,198.51.100.77,10.10.30.21,3,0,0,0,1,35,2,5,11,1,Alta,observado,sospechoso
EVT-ML-0168,2026-06-10T15:39:00Z,network_connection,https,soporte,ws-analyst-07,10.10.20.20,10.10.50.23,15,1,1,0,0,2,1,1,1,0,Baja,permitido,normal
EVT-ML-0169,2026-06-10T13:57:00Z,network_connection,ftp,test,srv-db-01,203.0.113.88,10.10.20.20,13,1,0,0,1,9,1,2,3,1,Media,fallido,fallido
EVT-ML-0170,2026-06-10T13:40:00Z,file_access,os,ubuntu,ws-analyst-07,10.10.40.12,10.10.40.12,13,1,1,0,0,4,1,1,0,1,Baja,observado,normal
EVT-ML-0171,2026-06-10T20:05:00Z,process_creation,os,backup,srv-web-01,192.0.2.44,8.8.8.8,20,0,0,1,1,29,7,2,20,1,Alta,fallido,sospechoso
EVT-ML-0172,2026-06-10T11:36:00Z,process_creation,os,root,srv-db-01,198.51.100.130,8.8.8.8,11,1,0,1,1,32,2,2,6,1,Critica,observado,sospechoso
EVT-ML-0173,2026-06-10T12:58:00Z,dns_query,dns,analyst,ws-analyst-07,172.16.10.20,10.10.30.21,12,1,1,0,0,2,2,1,0,0,Baja,permitido,normal
EVT-ML-0174,2026-06-10T18:27:00Z,data_exfiltration,ftp,backup,srv-db-01,203.0.113.88,10.10.20.15,18,1,0,1,1,14,9,2,7,1,Critica,bloqueado,sospechoso
EVT-ML-0175,2026-06-10T12:30:00Z,network_connection,ftp,ubuntu,ws-analyst-07,10.10.40.12,10.10.20.15,12,1,1,0,0,6,1,1,0,1,Media,permitido,normal
EVT-ML-0176,2026-06-10T14:28:00Z,network_connection,https,admin,srv-auth-01,10.10.20.20,8.8.8.8,14,1,1,1,1,14,2,2,8,0,Alta,fallido,fallido
EVT-ML-0177,2026-06-10T16:17:00Z,network_connection,smb,soporte,srv-app-01,10.10.20.20,10.10.50.23,16,1,1,0,1,5,2,1,1,1,Baja,permitido,normal
EVT-ML-0178,2026-06-10T05:31:00Z,ssh_authentication,ssh,ubuntu,srv-auth-01,10.10.20.20,10.10.40.12,5,0,1,0,1,6,1,1,2,1,Media,permitido,normal
EVT-ML-0179,2026-06-10T20:01:00Z,file_access,os,backup,srv-auth-01,203.0.113.45,10.10.30.21,20,0,0,1,1,14,2,2,15,1,Alta,bloqueado,sospechoso
EVT-ML-0180,2026-06-10T13:09:00Z,process_creation,os,ubuntu,srv-web-01,10.10.30.21,10.10.20.15,13,1,1,0,1,5,1,1,0,1,Baja,observado,normal
EVT-ML-0181,2026-06-10T23:03:00Z,dns_query,dns,root,srv-db-01,10.10.40.12,10.10.20.15,23,0,1,1,1,22,2,4,24,0,Alta,observado,sospechoso
EVT-ML-0182,2026-06-10T13:16:00Z,dns_query,dns,devops,ws-analyst-07,10.10.20.20,8.8.8.8,13,1,1,1,0,3,1,1,0,0,Baja,permitido,normal
EVT-ML-0183,2026-06-10T05:10:00Z,ssh_authentication,ssh,analyst,srv-app-01,10.10.30.21,10.10.20.15,5,0,1,0,1,5,1,1,0,1,Baja,observado,normal
EVT-ML-0184,2026-06-10T09:35:00Z,network_connection,smb,soporte,ws-analyst-07,172.16.10.20,8.8.8.8,9,1,1,0,0,6,2,1,0,1,Baja,observado,normal
EVT-ML-0185,2026-06-10T05:51:00Z,network_connection,ftp,oracle,ws-analyst-07,10.10.20.15,10.10.40.12,5,0,1,1,0,1,2,2,1,1,Baja,permitido,normal
EVT-ML-0186,2026-06-10T16:29:00Z,file_access,os,soporte,ws-analyst-07,10.10.40.12,10.10.20.20,16,1,1,0,0,6,1,1,0,1,Baja,permitido,normal
EVT-ML-0187,2026-06-10T17:19:00Z,network_connection,ftp,admin,ws-analyst-07,10.10.50.23,10.10.20.20,17,1,1,1,0,4,2,1,2,1,Baja,permitido,normal
EVT-ML-0188,2026-06-10T21:37:00Z,dns_query,dns,ubuntu,srv-auth-01,10.10.20.20,8.8.8.8,21,0,1,0,1,4,1,1,0,0,Media,permitido,normal
EVT-ML-0189,2026-06-10T11:14:00Z,file_access,os,ubuntu,ws-analyst-07,10.10.20.20,10.10.20.20,11,1,1,0,0,5,1,1,0,1,Baja,permitido,normal
EVT-ML-0190,2026-06-10T17:10:00Z,file_access,os,analyst,srv-app-01,10.10.30.21,8.8.8.8,17,1,1,0,1,6,1,1,1,1,Baja,permitido,normal
EVT-ML-0191,2026-06-10T10:01:00Z,file_access,os,analyst,ws-analyst-07,192.0.2.44,10.10.50.23,10,1,0,0,0,6,1,1,0,1,Baja,permitido,normal
EVT-ML-0192,2026-06-10T15:05:00Z,dns_query,dns,soporte,srv-auth-01,10.10.30.21,10.10.20.15,15,1,1,0,1,1,1,1,1,0,Baja,permitido,normal
EVT-ML-0193,2026-06-10T00:27:00Z,network_connection,ftp,admin,srv-app-01,192.0.2.14,10.10.40.12,0,0,0,1,1,8,8,7,16,1,Alta,detectado,sospechoso
EVT-ML-0194,2026-06-10T14:41:00Z,file_access,os,deploy,srv-web-01,10.10.40.12,10.10.50.23,14,1,1,1,1,4,1,1,0,1,Baja,permitido,normal
EVT-ML-0195,2026-06-10T20:50:00Z,file_access,os,devops,srv-app-01,192.0.2.44,10.10.50.23,20,0,0,1,1,33,9,4,21,1,Alta,detectado,sospechoso
EVT-ML-0196,2026-06-10T10:33:00Z,file_access,os,admin,ws-analyst-07,10.10.50.23,10.10.20.20,10,1,1,1,0,2,1,1,0,1,Baja,observado,normal
EVT-ML-0197,2026-06-10T06:11:00Z,ssh_authentication,ssh,devops,ws-analyst-07,10.10.30.21,8.8.8.8,6,0,1,1,0,30,7,6,3,1,Alta,fallido,sospechoso
EVT-ML-0198,2026-06-10T21:19:00Z,dns_query,dns,deploy,ws-analyst-07,10.10.20.15,10.10.20.15,21,0,1,1,0,1,1,1,0,0,Baja,permitido,normal
EVT-ML-0199,2026-06-10T19:03:00Z,network_connection,ftp,ubuntu,ws-analyst-07,10.10.50.23,8.8.8.8,19,0,1,0,0,5,1,3,6,1,Alta,fallido,fallido
EVT-ML-0200,2026-06-10T23:27:00Z,process_creation,os,backup,srv-db-01,192.0.2.44,8.8.8.8,23,0,0,1,1,18,4,7,20,1,Critica,fallido,sospechoso
EVT-ML-0201,2026-06-10T08:46:00Z,network_connection,https,devops,srv-app-01,172.16.10.20,10.10.50.23,8,1,1,1,1,9,1,1,6,0,Alta,observado,fallido
EVT-ML-0202,2026-06-10T16:22:00Z,ssh_authentication,ssh,test,srv-web-01,203.0.113.200,8.8.8.8,16,1,0,0,1,1,2,2,0,1,Baja,observado,normal
EVT-ML-0203,2026-06-10T12:56:00Z,network_connection,http,admin,srv-app-01,10.10.40.12,10.10.30.21,12,1,1,1,1,5,2,1,1,0,Baja,permitido,normal
EVT-ML-0204,2026-06-10T00:20:00Z,network_connection,https,soporte,srv-app-01,10.10.20.15,10.10.20.15,0,0,1,0,1,8,2,2,3,0,Media,fallido,fallido
EVT-ML-0205,2026-06-10T08:27:00Z,ssh_authentication,ssh,devops,srv-auth-01,203.0.113.200,10.10.50.23,8,1,0,1,1,21,4,2,6,1,Alta,detectado,sospechoso
EVT-ML-0206,2026-06-10T08:36:00Z,ssh_authentication,ssh,ubuntu,srv-auth-01,10.10.40.12,10.10.20.20,8,1,1,0,1,1,2,1,0,1,Baja,observado,normal
EVT-ML-0207,2026-06-10T08:30:00Z,network_connection,http,admin,srv-web-01,198.51.100.88,10.10.40.12,8,1,0,1,1,10,4,3,5,0,Baja,fallido,fallido
EVT-ML-0208,2026-06-10T12:14:00Z,process_creation,os,soporte,srv-web-01,10.10.50.23,10.10.20.15,12,1,1,0,1,2,1,1,0,1,Baja,permitido,normal
EVT-ML-0209,2026-06-10T10:43:00Z,network_connection,http,deploy,srv-app-01,192.0.2.44,10.10.50.23,10,1,0,1,1,6,4,2,2,0,Media,bloqueado,fallido
EVT-ML-0210,2026-06-10T09:13:00Z,ssh_authentication,ssh,oracle,ws-analyst-07,10.10.20.20,10.10.20.15,9,1,1,1,0,4,1,2,0,1,Baja,permitido,normal
EVT-ML-0211,2026-06-10T13:33:00Z,dns_query,dns,admin,srv-auth-01,192.168.10.44,10.10.20.15,13,1,1,1,1,14,4,1,7,0,Baja,fallido,fallido
EVT-ML-0212,2026-06-10T07:56:00Z,ssh_authentication,ssh,analyst,srv-web-01,10.10.40.12,10.10.30.21,7,0,1,0,1,9,4,3,8,1,Baja,fallido,fallido
EVT-ML-0213,2026-06-10T11:03:00Z,ssh_authentication,ssh,admin,ws-analyst-07,10.10.30.21,10.10.30.21,11,1,1,1,0,1,2,2,0,1,Baja,observado,normal
EVT-ML-0214,2026-06-10T18:17:00Z,network_connection,https,devops,srv-app-01,203.0.113.88,10.10.20.20,18,1,0,1,1,10,2,2,8,0,Media,bloqueado,fallido
EVT-ML-0215,2026-06-10T06:56:00Z,file_access,os,admin,srv-auth-01,203.0.113.200,10.10.20.20,6,0,0,1,1,34,5,2,10,1,Media,detectado,sospechoso
EVT-ML-0216,2026-06-10T12:43:00Z,dns_query,dns,soporte,srv-app-01,10.10.30.21,10.10.40.12,12,1,1,0,1,5,2,1,2,0,Baja,permitido,normal
EVT-ML-0217,2026-06-10T09:49:00Z,file_access,os,soporte,srv-auth-01,198.51.100.77,8.8.8.8,9,1,0,0,1,2,1,2,0,1,Baja,observado,normal
EVT-ML-0218,2026-06-10T02:14:00Z,dns_query,dns,oracle,srv-web-01,192.168.10.44,10.10.30.21,2,0,1,1,1,30,6,5,15,0,Critica,detectado,sospechoso
EVT-ML-0219,2026-06-10T23:35:00Z,file_access,os,analyst,srv-web-01,10.10.50.23,10.10.30.21,23,0,1,0,1,3,1,2,0,1,Media,observado,normal
EVT-ML-0220,2026-06-10T04:51:00Z,powershell_activity,powershell,root,srv-auth-01,192.0.2.14,8.8.8.8,4,0,0,1,1,18,4,7,3,1,Critica,fallido,sospechoso
EVT-ML-0221,2026-06-10T15:52:00Z,process_creation,os,analyst,srv-web-01,172.16.10.20,8.8.8.8,15,1,1,0,1,2,2,2,0,1,Baja,observado,normal
EVT-ML-0222,2026-06-10T04:48:00Z,data_exfiltration,https,admin,srv-web-01,198.51.100.130,8.8.8.8,4,0,0,1,1,10,5,4,10,0,Alta,detectado,sospechoso
EVT-ML-0223,2026-06-10T19:03:00Z,dns_query,dns,backup,srv-db-01,203.0.113.88,10.10.40.12,19,0,0,1,1,6,1,3,7,0,Media,fallido,fallido
EVT-ML-0224,2026-06-10T23:09:00Z,data_exfiltration,smb,test,srv-db-01,203.0.113.200,10.10.20.15,23,0,0,0,1,23,7,7,8,1,Alta,detectado,sospechoso
EVT-ML-0225,2026-06-10T16:08:00Z,dns_query,dns,analyst,srv-web-01,172.16.10.20,10.10.40.12,16,1,1,0,1,4,2,2,0,0,Baja,permitido,normal
EVT-ML-0226,2026-06-10T01:40:00Z,network_connection,ftp,ubuntu,srv-app-01,10.10.20.20,8.8.8.8,1,0,1,0,1,3,2,1,0,1,Baja,permitido,normal
EVT-ML-0227,2026-06-10T13:21:00Z,network_connection,ftp,test,srv-app-01,172.16.10.20,10.10.20.20,13,1,1,0,1,3,2,2,1,1,Baja,observado,normal
EVT-ML-0228,2026-06-10T05:37:00Z,ssh_authentication,ssh,root,ws-analyst-07,10.10.20.15,10.10.30.21,5,0,1,1,0,14,1,2,5,1,Media,fallido,fallido
EVT-ML-0229,2026-06-10T16:28:00Z,ssh_authentication,ssh,analyst,srv-web-01,10.10.50.23,10.10.30.21,16,1,1,0,1,10,2,1,1,1,Media,fallido,fallido
EVT-ML-0230,2026-06-10T12:07:00Z,dns_query,dns,soporte,ws-analyst-07,192.168.10.44,10.10.20.15,12,1,1,0,0,10,2,3,4,0,Media,bloqueado,fallido
EVT-ML-0231,2026-06-10T08:44:00Z,powershell_activity,powershell,root,srv-web-01,198.51.100.130,10.10.20.20,8,1,0,1,1,8,2,7,5,1,Critica,observado,sospechoso
EVT-ML-0232,2026-06-10T17:41:00Z,network_connection,http,ubuntu,srv-web-01,10.10.30.21,10.10.30.21,17,1,1,0,1,10,1,1,3,0,Alta,bloqueado,fallido
EVT-ML-0233,2026-06-10T16:00:00Z,file_access,os,ubuntu,srv-web-01,172.16.10.20,8.8.8.8,16,1,1,0,1,2,2,2,1,1,Media,permitido,normal
EVT-ML-0234,2026-06-10T22:53:00Z,dns_query,dns,root,srv-db-01,192.168.10.44,10.10.40.12,22,0,1,1,1,9,2,1,3,0,Media,fallido,fallido
EVT-ML-0235,2026-06-10T20:28:00Z,data_exfiltration,ftp,backup,srv-auth-01,10.10.40.12,10.10.30.21,20,0,1,1,1,27,2,7,7,1,Alta,detectado,sospechoso
EVT-ML-0236,2026-06-10T00:33:00Z,process_creation,os,admin,srv-auth-01,198.51.100.77,8.8.8.8,0,0,0,1,1,35,7,6,19,1,Critica,bloqueado,sospechoso
EVT-ML-0237,2026-06-10T11:57:00Z,dns_query,dns,soporte,ws-analyst-07,203.0.113.45,10.10.20.15,11,1,0,0,0,6,1,2,1,0,Media,permitido,normal
EVT-ML-0238,2026-06-10T09:24:00Z,dns_query,dns,test,srv-web-01,10.10.20.20,10.10.20.15,9,1,1,0,1,4,2,2,0,0,Baja,permitido,normal
EVT-ML-0239,2026-06-10T11:52:00Z,dns_query,dns,admin,srv-db-01,10.10.50.23,10.10.50.23,11,1,1,1,1,28,6,6,20,0,Media,bloqueado,sospechoso
EVT-ML-0240,2026-06-10T05:38:00Z,powershell_activity,powershell,deploy,srv-app-01,198.51.100.130,8.8.8.8,5,0,0,1,1,22,3,2,24,1,Alta,detectado,sospechoso
EVT-ML-0241,2026-06-10T01:31:00Z,network_connection,ftp,devops,srv-db-01,172.16.10.20,8.8.8.8,1,0,1,1,1,31,8,2,11,1,Critica,detectado,sospechoso
EVT-ML-0242,2026-06-10T19:48:00Z,process_creation,os,oracle,srv-app-01,203.0.113.88,10.10.40.12,19,0,0,1,1,22,4,5,3,1,Alta,detectado,sospechoso
EVT-ML-0243,2026-06-10T22:37:00Z,network_connection,smb,postgres,srv-app-01,192.168.10.44,10.10.20.20,22,0,1,1,1,11,8,7,22,1,Critica,detectado,sospechoso
EVT-ML-0244,2026-06-10T23:51:00Z,process_creation,os,root,srv-app-01,10.10.40.12,10.10.50.23,23,0,1,1,1,30,6,7,20,1,Critica,bloqueado,sospechoso
EVT-ML-0245,2026-06-10T04:58:00Z,dns_query,dns,root,srv-auth-01,203.0.113.200,10.10.50.23,4,0,0,1,1,25,7,7,6,0,Critica,bloqueado,sospechoso
EVT-ML-0246,2026-06-10T00:01:00Z,process_creation,os,deploy,srv-db-01,10.10.20.15,8.8.8.8,0,0,1,1,1,3,2,2,3,1,Alta,fallido,fallido
EVT-ML-0247,2026-06-10T11:06:00Z,network_connection,ftp,soporte,srv-app-01,172.16.10.20,8.8.8.8,11,1,1,0,1,5,1,2,0,1,Baja,observado,normal
EVT-ML-0248,2026-06-10T21:35:00Z,network_connection,smb,analyst,ws-analyst-07,172.16.10.20,10.10.30.21,21,0,1,0,0,2,2,1,1,1,Baja,observado,normal
EVT-ML-0249,2026-06-10T16:11:00Z,network_connection,https,oracle,srv-web-01,203.0.113.88,10.10.40.12,16,1,0,1,1,3,4,2,9,0,Baja,fallido,fallido
EVT-ML-0250,2026-06-10T00:38:00Z,ssh_authentication,ssh,oracle,srv-app-01,172.16.10.20,10.10.50.23,0,0,1,1,1,34,6,5,21,1,Critica,fallido,sospechoso
EVT-ML-0251,2026-06-10T04:34:00Z,network_connection,https,soporte,srv-app-01,10.10.30.21,10.10.20.20,4,0,1,0,1,6,3,2,6,0,Media,observado,fallido
EVT-ML-0252,2026-06-10T06:39:00Z,process_creation,os,admin,srv-db-01,198.51.100.77,10.10.20.15,6,0,0,1,1,13,3,2,2,1,Media,fallido,fallido
EVT-ML-0253,2026-06-10T13:57:00Z,ssh_authentication,ssh,analyst,srv-app-01,10.10.30.21,10.10.50.23,13,1,1,0,1,1,1,1,2,1,Baja,permitido,normal
EVT-ML-0254,2026-06-10T02:53:00Z,network_connection,https,deploy,srv-db-01,192.0.2.14,8.8.8.8,2,0,0,1,1,4,2,1,8,0,Media,fallido,fallido
EVT-ML-0255,2026-06-10T09:26:00Z,dns_query,dns,analyst,srv-app-01,172.16.10.20,10.10.40.12,9,1,1,0,1,4,2,1,0,0,Baja,permitido,normal
EVT-ML-0256,2026-06-10T22:18:00Z,ssh_authentication,ssh,ubuntu,srv-web-01,198.51.100.88,10.10.50.23,22,0,0,0,1,4,3,2,7,1,Media,fallido,fallido
EVT-ML-0257,2026-06-10T17:18:00Z,ssh_authentication,ssh,devops,srv-auth-01,203.0.113.200,10.10.30.21,17,1,0,1,1,6,2,1,0,1,Baja,permitido,normal
EVT-ML-0258,2026-06-10T10:47:00Z,ssh_authentication,ssh,analyst,ws-analyst-07,198.51.100.130,10.10.20.20,10,1,0,0,0,4,1,1,0,1,Baja,permitido,normal
EVT-ML-0259,2026-06-10T23:41:00Z,ssh_authentication,ssh,deploy,ws-analyst-07,10.10.30.21,8.8.8.8,23,0,1,1,0,1,2,1,0,1,Baja,fallido,normal
EVT-ML-0260,2026-06-10T09:28:00Z,dns_query,dns,soporte,srv-web-01,172.16.10.20,10.10.30.21,9,1,1,0,1,6,1,2,1,0,Media,permitido,normal
EVT-ML-0261,2026-06-10T15:56:00Z,dns_query,dns,soporte,srv-auth-01,10.10.40.12,10.10.30.21,15,1,1,0,1,3,2,1,0,0,Baja,observado,normal
EVT-ML-0262,2026-06-10T01:57:00Z,data_exfiltration,smb,root,srv-app-01,10.10.50.23,8.8.8.8,1,0,1,1,1,8,8,6,9,1,Critica,bloqueado,sospechoso
EVT-ML-0263,2026-06-10T11:46:00Z,ssh_authentication,ssh,ubuntu,srv-web-01,10.10.20.20,10.10.40.12,11,1,1,0,1,5,1,2,0,1,Baja,permitido,normal
EVT-ML-0264,2026-06-10T02:36:00Z,file_access,os,ubuntu,srv-web-01,203.0.113.200,8.8.8.8,2,0,0,0,1,31,9,4,4,1,Alta,detectado,sospechoso
EVT-ML-0265,2026-06-10T18:24:00Z,file_access,os,admin,srv-db-01,10.10.40.12,10.10.20.15,18,1,1,1,1,1,2,1,0,1,Baja,observado,normal
EVT-ML-0266,2026-06-10T13:33:00Z,powershell_activity,powershell,backup,srv-db-01,10.10.20.20,10.10.50.23,13,1,1,1,1,20,7,4,18,1,Critica,fallido,sospechoso
EVT-ML-0267,2026-06-10T15:09:00Z,dns_query,dns,devops,srv-web-01,10.10.30.21,10.10.50.23,15,1,1,1,1,6,1,1,0,0,Baja,permitido,normal
EVT-ML-0268,2026-06-10T10:02:00Z,process_creation,os,analyst,srv-auth-01,10.10.50.23,10.10.20.20,10,1,1,0,1,5,1,3,3,1,Baja,fallido,fallido
EVT-ML-0269,2026-06-10T17:13:00Z,process_creation,os,deploy,ws-analyst-07,10.10.40.12,10.10.40.12,17,1,1,1,0,2,1,2,0,1,Baja,observado,normal
EVT-ML-0270,2026-06-10T18:37:00Z,ssh_authentication,ssh,devops,ws-analyst-07,10.10.40.12,10.10.40.12,18,1,1,1,0,2,1,1,0,1,Media,permitido,normal
EVT-ML-0271,2026-06-10T14:32:00Z,dns_query,dns,soporte,ws-analyst-07,10.10.20.15,10.10.40.12,14,1,1,0,0,6,1,1,1,0,Baja,observado,normal
EVT-ML-0272,2026-06-10T18:50:00Z,file_access,os,ubuntu,srv-app-01,10.10.30.21,10.10.50.23,18,1,1,0,1,6,1,2,0,1,Baja,permitido,normal
EVT-ML-0273,2026-06-10T19:36:00Z,powershell_activity,powershell,root,srv-web-01,192.0.2.55,10.10.20.15,19,0,0,1,1,20,5,7,13,1,Alta,detectado,sospechoso
EVT-ML-0274,2026-06-10T14:17:00Z,ssh_authentication,ssh,soporte,srv-app-01,192.0.2.14,10.10.20.20,14,1,0,0,1,4,2,1,0,1,Baja,permitido,normal
EVT-ML-0275,2026-06-10T15:14:00Z,file_access,os,ubuntu,ws-analyst-07,172.16.10.20,10.10.20.20,15,1,1,0,0,1,1,2,1,1,Baja,observado,normal
EVT-ML-0276,2026-06-10T18:30:00Z,ssh_authentication,ssh,devops,srv-auth-01,192.0.2.14,10.10.20.15,18,1,0,1,1,4,3,1,6,1,Baja,fallido,fallido
EVT-ML-0277,2026-06-10T18:40:00Z,process_creation,os,ubuntu,ws-analyst-07,10.10.20.15,10.10.20.20,18,1,1,0,0,6,2,1,0,1,Baja,permitido,normal
EVT-ML-0278,2026-06-10T21:17:00Z,dns_query,dns,soporte,ws-analyst-07,10.10.30.21,8.8.8.8,21,0,1,0,0,4,2,1,0,0,Baja,permitido,normal
EVT-ML-0279,2026-06-10T09:29:00Z,file_access,os,soporte,ws-analyst-07,203.0.113.45,10.10.30.21,9,1,0,0,0,2,2,1,0,1,Baja,permitido,normal
EVT-ML-0280,2026-06-10T14:28:00Z,ssh_authentication,ssh,deploy,ws-analyst-07,192.0.2.44,10.10.20.20,14,1,0,1,0,3,2,2,1,1,Media,permitido,normal
EVT-ML-0281,2026-06-10T10:33:00Z,process_creation,os,ubuntu,srv-db-01,172.16.10.20,10.10.30.21,10,1,1,0,1,2,2,1,0,1,Baja,permitido,normal
EVT-ML-0282,2026-06-10T14:47:00Z,dns_query,dns,soporte,srv-db-01,10.10.20.20,10.10.40.12,14,1,1,0,1,6,1,1,0,0,Media,permitido,normal
EVT-ML-0283,2026-06-10T18:42:00Z,dns_query,dns,devops,srv-web-01,10.10.20.15,10.10.50.23,18,1,1,1,1,1,2,2,0,0,Baja,fallido,normal
EVT-ML-0284,2026-06-10T22:25:00Z,network_connection,ftp,oracle,ws-analyst-07,10.10.50.23,10.10.20.20,22,0,1,1,0,9,8,5,20,1,Media,detectado,sospechoso
EVT-ML-0285,2026-06-10T09:44:00Z,network_connection,https,oracle,srv-web-01,172.16.10.20,10.10.20.20,9,1,1,1,1,20,3,4,14,0,Alta,detectado,sospechoso
EVT-ML-0286,2026-06-10T11:27:00Z,dns_query,dns,analyst,ws-analyst-07,172.16.10.20,10.10.30.21,11,1,1,0,0,3,2,2,0,0,Baja,fallido,normal
EVT-ML-0287,2026-06-10T20:09:00Z,ssh_authentication,ssh,ubuntu,srv-auth-01,203.0.113.200,10.10.40.12,20,0,0,0,1,3,2,2,8,1,Baja,bloqueado,fallido
EVT-ML-0288,2026-06-10T13:06:00Z,dns_query,dns,devops,srv-auth-01,203.0.113.45,10.10.20.20,13,1,0,1,1,7,4,3,2,0,Media,fallido,fallido
EVT-ML-0289,2026-06-10T11:38:00Z,ssh_authentication,ssh,soporte,srv-app-01,10.10.50.23,8.8.8.8,11,1,1,0,1,6,1,2,0,1,Baja,permitido,normal
EVT-ML-0290,2026-06-10T22:40:00Z,ssh_authentication,ssh,analyst,srv-auth-01,198.51.100.130,10.10.40.12,22,0,0,0,1,13,4,1,2,1,Baja,fallido,fallido
EVT-ML-0291,2026-06-10T18:47:00Z,file_access,os,analyst,srv-auth-01,10.10.40.12,10.10.40.12,18,1,1,0,1,2,1,1,0,1,Baja,permitido,normal
EVT-ML-0292,2026-06-10T01:35:00Z,ssh_authentication,ssh,root,srv-web-01,192.168.10.44,10.10.40.12,1,0,1,1,1,11,1,1,5,1,Media,fallido,fallido
EVT-ML-0293,2026-06-10T07:08:00Z,process_creation,os,root,srv-app-01,203.0.113.200,10.10.20.15,7,0,0,1,1,9,7,4,18,1,Alta,fallido,sospechoso
EVT-ML-0294,2026-06-10T10:38:00Z,file_access,os,admin,srv-app-01,192.0.2.14,10.10.50.23,10,1,0,1,1,28,6,4,18,1,Critica,observado,sospechoso
EVT-ML-0295,2026-06-10T00:22:00Z,file_access,os,soporte,srv-auth-01,10.10.50.23,10.10.20.15,0,0,1,0,1,6,2,2,0,1,Baja,observado,normal
EVT-ML-0296,2026-06-10T11:10:00Z,ssh_authentication,ssh,root,ws-analyst-07,192.0.2.14,10.10.40.12,11,1,0,1,0,6,3,1,7,1,Media,fallido,fallido
